ham_word,hword_count,sword_count
fifth,1,0
Cancer,1,0
NICHOLS,1,1
styling,1,0
Tea,9,0
Eatin,1,0
Olol,1,0
occasion,1,0
albumquite,0,0
TOWN,2,0
Twittering,1,0
Forevr,0,0
fingers,3,0
wthout,1,0
Amazing,2,0
entered,5,6
gota,2,0
Goodnight,1,0
someday,1,0
smacks,0,0
blackand,0,0
kerala,1,0
original,1,4
Wherres,0,0
available,10,1
frosty,1,0
dimension,1,0
held,1,0
blame,3,0
town,19,2
Feb,2,1
Boost,0,0
reboot,3,0
dealFarm,0,0
guy,50,3
Received,0,0
mylife,0,0
please,36,21
Payee,0,0
himso,1,0
breath,4,1
ploughing,1,0
strain,1,0
SOUNDING,1,0
mark,6,2
underwear,1,0
MISS,8,0
link,4,6
Tick,0,2
Hmmmhow,0,0
hundredhe,0,0
decided,15,0
figures,0,0
MINE,2,0
DONE,3,0
wounds,1,0
jungle,1,0
meis,0,0
wlcome,1,0
Know,1,0
paid,6,1
Send,18,20
Opinion,0,0
sex,10,16
mids,2,0
tomarrow,1,0
carlos,8,0
HelloHow,0,0
Iriver,1,0
Darling,1,0
gloucesterroad,1,0
messy,1,0
membershiptake,0,0
crore,1,0
webadres,1,0
messageit,0,0
HAPPY,9,0
sucks,2,0
divert,1,0
consider,6,0
abelu,0,0
dun,57,0
lineyou,0,0
rubber,1,0
astrology,0,0
previous,2,4
clearly,1,0
john,4,0
BABY,2,0
ROOM,1,0
simple,3,1
naughty,5,0
atten,8,0
CIN,0,0
rents,11,0
Shit,2,0
itmay,0,0
shaping,1,0
PICK,2,2
skyped,2,0
coimbatore,0,0
fusion,1,0
got,236,9
pilates,4,0
meetitz,0,0
bishan,2,0
fowler,1,0
password,4,3
leu,0,0
seemed,2,0
Ooh,0,0
listening,4,0
oyster,0,0
Nothin,12,0
Intimate,0,0
patent,0,0
PETE,0,0
custom,6,32
Asking,2,0
MUCHXXLOVE,1,0
slow,13,1
Pick,2,0
Hasbroin,0,0
nightnight,1,0
sofa,2,0
lived,2,0
KUDIyarasu,0,0
sale,3,2
choose,7,3
ibuprofens,1,0
gotten,4,0
spirit,1,0
Congrats,6,2
copy,9,0
sheet,4,0
Honestly,1,0
escape,3,0
exact,8,0
yetunde,1,0
cum,14,4
talents,0,0
oktake,0,0
portege,1,0
surname,1,0
khelate,1,0
bros,3,0
information,2,4
country,0,4
fan,7,12
classmates,0,0
front,4,0
passed,4,0
apps,2,0
IMF,1,0
kip,3,1
casting,1,0
hos,11,2
motor,3,0
team,5,1
bcaz,1,0
JUSWOKE,1,0
complexities,1,0
Sar,3,2
friendship,8,0
YRS,1,0
tick,13,2
Yeesh,1,0
burning,2,0
sfirst,0,0
Nofew,0,0
ever,174,35
leftovers,1,0
Youi,1,0
reslove,0,0
Immediately,0,0
vomitin,1,0
twenty,2,0
rob,68,0
molestedsomeone,0,0
africa,1,0
itor,1,0
Bday,0,0
Ten,6,11
Boooo,1,0
slots,2,0
BAK,2,0
Fyi,2,0
mails,1,0
raksha,1,0
wee,93,65
brought,2,1
refreshed,1,0
adventuring,1,0
mufti,1,0
pages,2,0
Afternoons,0,0
outfor,1,0
stool,0,0
Carlos,6,0
Premaricakindly,0,0
ish,151,4
staff,1,0
fuckin,14,0
cash,10,43
Meat,1,0
dict,7,0
rumbling,0,0
moneYas,0,0
knackered,1,0
Boy,3,1
atm,1,0
lakhs,0,0
juliana,0,0
Lil,1,0
family,17,0
giggle,1,0
flirting,1,1
Itsnot,0,0
clarification,1,0
pan,21,3
FFFFUUUUUUU,1,0
esplanade,1,0
ystrdayice,0,0
SEND,2,0
corporation,1,0
humanities,1,0
BOUTxx,0,0
WEDLUNCH,0,0
YET,1,0
WELL,5,2
asks,5,0
spys,1,0
mary,1,0
weekdays,1,0
lecture,4,0
Shoranur,1,0
tom,78,49
Holding,1,0
raised,1,0
BREAK,2,0
smidgin,0,0
COMPLETELY,1,0
draw,5,33
astne,1,0
fren,10,0
Kicchu,1,0
rsi,6,0
times,26,0
formsdon,0,0
invest,2,0
sweetie,2,0
audiitions,1,0
choice,2,2
stand,20,6
ithink,1,0
REAL,8,5
modelsony,0,0
block,2,0
tonitethings,0,0
eating,8,0
specialise,1,0
Wipe,1,0
PROPERLY,1,0
reduce,0,0
road,9,1
pale,2,0
WaitU,0,0
mistakes,1,0
Chk,1,0
Holla,1,0
cancer,1,0
stopped,4,0
TIME,8,0
HAVENT,2,0
ill,246,18
slices,1,0
twice,4,0
necessity,1,0
breakfast,1,0
thuglyfe,1,0
sonathaya,1,0
carente,0,0
yah,12,0
Awesome,1,0
Height,4,0
replacement,1,0
turns,10,0
clover,1,0
calls,11,3
QatarRakhesh,0,0
upping,1,0
Black,2,1
MARRIED,1,0
teethis,0,0
necesity,1,0
giving,9,1
fluids,1,0
hypertension,1,0
supreme,0,0
pongal,0,0
ollubut,0,0
hershe,0,0
Year,7,2
Shifad,1,0
finally,9,1
footprints,1,0
mahal,1,0
roommates,3,0
pleasant,1,0
sliding,1,0
phasing,1,0
mum,14,1
ibored,0,0
mcr,1,0
arts,7,5
paracetamol,1,0
Loves,5,0
huiming,1,0
andros,2,0
since,20,2
islands,0,0
youll,0,0
aunts,2,0
wishing,4,0
excellent,2,0
Blackim,0,0
ttyl,1,0
Otherwise,5,0
Aftr,3,0
tix,2,0
back,88,21
NITE,4,0
ogunrinde,0,0
weekends,2,5
postponed,0,0
specs,0,0
sleeps,1,0
kotees,1,0
funky,1,1
Yup,31,0
xxx,22,4
subs,1,26
usb,4,0
Youre,0,0
philosophical,1,0
suggestions,0,0
chapel,1,0
Wifehow,0,0
docs,3,0
lives,2,0
natuition,0,0
Omw,1,0
priceso,0,0
terrorist,0,0
smoke,13,0
NUMBERSO,0,0
Inform,1,1
clock,3,0
city,5,0
thats,20,0
Beware,2,0
Started,1,0
oblisingately,1,0
nobody,5,0
broken,2,0
kaila,1,0
Mon,4,2
FRNDSHIP,0,0
Kkfrom,0,0
GMGNGEGN,0,0
references,0,0
amnow,1,0
AMY,1,0
video,2,22
unhappy,1,0
students,1,0
poking,1,0
paying,6,1
fineInshah,0,0
Den,8,0
significant,1,0
chest,2,0
dial,2,1
cherthalain,0,0
arrived,0,0
crashed,1,0
invnted,3,0
deadWell,0,0
identification,0,0
DOESDISCOUNTSHITINNIT,0,0
Bstfrnd,3,0
Eat,3,0
Person,9,0
decades,0,0
rugby,1,0
Never,10,0
jacket,2,0
Next,1,2
jus,23,0
Bone,1,0
IDIOT,0,0
damn,2,0
Jordan,1,0
Hmmmbut,0,0
Hidid,0,0
supervisor,2,0
unintentionally,1,0
Izzit,3,0
howve,0,0
ben,8,0
low,36,18
Thank,46,14
Thanks,27,13
Kkyesterday,0,0
stretch,1,0
deepak,2,0
peaceful,1,0
shirts,2,0
nose,1,0
record,3,4
Drink,1,2
watts,0,0
study,13,0
BOO,1,0
gaps,4,0
smeone,2,0
Que,2,1
january,2,0
wit,47,8
gastroenteritis,0,0
tues,2,0
Yummmm,1,0
Guild,0,0
guys,29,3
Innocent,1,0
corrct,1,0
MoralDont,0,0
Yar,12,0
sheets,2,0
mins,11,15
narcotics,1,0
handsome,2,0
pixels,0,0
pre,62,25
DAN,1,0
Err,0,0
Walk,0,0
finished,17,0
hooked,1,0
Checkmate,0,0
unconvinced,1,0
UNI,2,0
perf,3,1
expression,0,0
smiles,1,0
Stupidits,0,0
blue,8,1
early,27,1
dump,1,0
escalator,0,0
uup,1,0
SHAME,1,0
Speak,12,4
MIDNIGHT,1,0
poortiyagi,1,0
flood,1,0
Wuld,1,0
movies,6,0
nuclear,1,0
LOCAXX,1,0
becoz,3,0
possible,10,0
windows,1,0
rimac,1,0
monster,0,0
Lara,1,0
Joys,0,0
every,65,33
boring,2,0
REVISION,0,0
YWHERE,0,0
forums,1,0
kickboxing,1,0
HOUSE,1,0
Wake,5,0
Arabian,1,0
uni,13,3
Prepare,3,0
laying,6,0
Bristol,1,0
sees,0,0
nights,1,2
violated,1,0
carly,1,0
Kate,8,0
Tuesday,3,0
lifetime,1,0
leg,15,1
party,10,0
andres,1,0
IVE,8,13
sameso,0,0
therexx,0,0
realy,2,0
Lul,1,0
jay,12,0
Irritates,2,0
satisfied,3,0
area,6,5
btw,2,0
cheese,1,0
showing,7,0
ears,16,7
thanx,2,0
repairs,1,0
desperate,2,0
yoville,1,0
watchin,23,0
honest,1,0
goin,149,1
Theyre,1,0
facts,1,0
mines,0,0
hint,2,0
havin,1,1
shrink,1,0
ponnungale,1,0
pthis,1,0
First,7,0
bay,2,0
Gumbys,0,0
BEDROOMLOVE,0,0
hussey,1,0
Onum,1,0
Thgt,2,0
withdraw,1,0
joining,2,0
dagood,0,0
tight,2,0
alright,8,0
gays,1,0
created,4,1
electricity,2,0
puts,1,0
thank,30,1
weaknesses,1,0
chic,5,0
stands,0,0
going,136,1
apeshit,1,0
performance,1,0
profile,1,0
ratio,8,0
Fresh,1,0
Dai,3,0
Minnaminunginte,3,0
Hope,46,2
boobs,0,0
toss,1,0
aretaking,1,0
FONIN,1,0
called,30,1
FAR,2,0
starshine,0,0
illness,2,0
memorable,0,0
mouth,1,0
privacy,1,0
dropped,5,0
comb,3,0
BUZ,1,0
engagement,1,0
whispers,0,0
already,44,1
start,43,8
jewelry,0,0
bottom,2,0
pillows,1,0
zhong,1,0
chikkuwat,0,0
effects,1,0
press,11,0
funeral,2,0
Even,17,0
UPYEH,0,0
Follow,1,0
wheres,0,0
practicum,1,0
grandfather,1,0
partnership,2,0
tat,20,27
probably,24,0
ovr,2,0
spacebucks,1,0
urgentbut,0,0
technical,3,0
alter,1,0
Apparently,1,0
auction,0,3
outreach,0,0
Reading,4,0
bedreal,1,0
LONG,3,0
degrees,0,0
Nice,4,0
meets,2,0
feed,0,0
unsoldnow,0,0
Many,5,0
stamps,3,0
accomodations,0,0
claypot,1,0
caps,0,0
worst,2,0
tron,5,0
MAHAL,1,0
blowing,1,0
Darren,3,0
texts,6,15
american,1,0
rons,0,0
STaY,1,0
yorge,1,0
Express,3,0
SHITJUSTFOUND,0,0
Whatever,0,0
Cine,1,0
requires,1,0
taylors,0,0
Props,0,0
fletcher,1,0
atHome,1,0
Hmph,0,0
happy,36,0
PLEASSSSSSSEEEEEE,1,0
anyone,12,1
Whatsup,2,0
Dvd,1,0
guoyang,1,0
greet,5,0
FRMCLOUD,1,0
studying,5,0
Velusamy,1,0
keypad,0,0
helping,0,0
show,38,32
eggspert,0,0
njan,1,0
lifeand,0,0
stressfull,0,0
Full,1,0
babysit,2,0
Sexy,1,1
documents,1,0
practicing,2,0
properly,1,0
lobby,1,0
kissing,0,0
praises,1,0
datoday,0,0
Shell,0,0
Frnd,1,0
Usmle,0,0
Yaxx,2,0
Solve,3,0
Independence,1,0
Wld,1,0
getsleep,1,0
Sweet,7,0
entey,1,0
wants,20,1
LUCYxx,1,0
rewarding,2,0
Yen,1,0
cine,8,3
dec,30,1
bought,4,0
nitro,1,0
asda,1,2
India,6,0
korte,1,0
courtroom,1,0
makiing,1,0
youdoing,1,0
Cab,2,0
dha,1,0
paths,0,0
BTW,1,0
Flung,1,0
woozles,1,0
Btw,2,0
tagged,1,0
freezing,3,0
chop,1,0
gibe,1,0
term,6,5
ericsson,2,0
NRI,1,0
resolved,0,0
chillin,2,0
visit,9,7
swt,1,0
sorted,2,0
andre,1,0
eatin,12,0
complacent,0,0
Dips,0,0
Yep,4,0
Sitting,2,0
YEAHAND,0,0
REALISE,1,0
presnts,1,0
outrageous,0,0
floor,0,0
yep,2,0
rooms,4,1
WHITE,1,0
kinda,7,1
instead,5,0
howard,1,0
lifeis,1,0
girlie,1,0
den,40,20
Ugadi,1,0
randomly,1,2
muchimpede,0,0
bedrm,1,0
source,4,0
Okors,0,0
Short,3,0
less,47,0
showroomscity,0,0
BABESOZI,0,0
beyond,2,0
Truro,1,0
HELLO,2,0
Dad,10,0
bless,5,0
raed,2,0
NumberRespectful,0,0
nxt,5,0
Sympathetic,1,0
kicks,2,0
possessive,1,0
hwd,0,0
youso,0,0
notice,3,3
club,1,5
wednesday,4,0
wedding,2,1
room,39,2
donno,2,0
nauseous,0,0
casualty,1,0
brother,10,0
etc,10,8
Per,13,0
Platt,1,0
diapers,1,0
tau,6,0
event,6,0
error,1,1
downloaded,1,1
piah,1,0
Determined,1,0
whereare,1,0
Finished,1,0
tease,1,0
amt,2,0
calicut,2,0
STIL,2,0
Read,10,0
door,7,1
darkness,0,0
prepaid,2,0
aging,1,2
Therere,0,0
sugar,3,0
essay,1,0
causing,2,0
include,2,0
MORAL,0,0
fetching,1,0
Purpleu,0,0
sack,5,0
slovely,0,0
spares,1,0
forgets,1,0
mayb,25,2
bringing,3,1
throwing,1,0
pickle,2,0
flash,2,0
morphine,2,0
birthdate,2,0
clean,9,0
steamboat,0,0
tming,1,0
sumthin,0,0
arise,1,0
powerful,1,0
Forgets,1,0
gauge,1,0
vidnot,0,0
cartoon,2,0
maps,1,0
People,2,0
although,1,0
wishlist,1,0
trip,14,5
fold,1,0
paypal,0,0
makin,23,0
tomorrowtoday,0,0
unconscious,2,0
VALUED,0,0
chinchillas,1,0
nervous,1,0
canlove,1,0
salespee,0,0
Bloody,1,0
Tired,0,0
Slowly,1,0
throwin,2,0
mint,0,0
naal,1,0
ltgt,0,0
Cut,5,0
Kkhow,0,0
pole,1,0
jetton,1,0
Laughing,2,0
Somewhr,1,0
lengths,1,0
Kkwhen,0,0
easiest,1,0
CER,3,0
unfortuntly,1,0
lies,3,1
collages,1,0
LOT,3,1
casing,1,0
per,98,68
flirt,2,3
dust,0,0
bills,2,0
scrappy,0,0
shore,2,0
cozy,0,0
telling,12,0
dodda,1,0
accent,1,0
aroundn,1,0
GURL,1,0
syllabus,1,0
dumb,1,0
GAILxx,1,0
Shah,1,0
calis,0,0
erupt,0,0
fucking,13,0
welp,1,0
thurs,4,0
QUITE,2,0
somtimes,1,0
prescribed,1,0
Ache,1,0
Queen,0,0
ALSO,1,0
Feels,1,0
Thts,2,0
jason,2,0
Stuff,1,0
Tmrw,0,0
bathroom,0,0
transfred,1,0
wall,3,4
waves,1,0
outif,0,0
suckers,0,0
dajst,0,0
loan,5,0
GUD,1,0
tiny,2,0
coco,1,0
Lmao,3,0
Howz,6,0
dislikes,3,0
mite,6,3
screwd,1,0
prakasamanu,1,0
complaining,1,0
cliff,2,0
daal,0,0
werent,0,0
poured,1,0
truth,5,0
BSLVYL,13,0
activities,4,0
gossip,1,0
witot,1,0
Evry,1,0
proper,4,0
xmas,2,0
soon,30,0
Hogli,1,0
netno,0,0
Painful,1,0
drinkin,4,0
cook,4,0
shipping,2,0
Gods,2,0
messagepandy,0,0
expecting,4,0
chip,2,0
Would,5,3
lesson,17,0
charlie,1,0
hen,24,0
packing,1,0
Minimum,1,0
processed,1,0
recession,2,0
word,27,17
tescos,1,0
Kkadvance,0,0
evrydy,2,0
obedient,0,0
PRESCHOOLCOORDINATOR,0,0
tookplace,1,0
Fuck,8,0
Chinatown,1,0
Google,2,0
MINI,0,0
LOOK,4,0
nicky,1,0
process,2,0
surprised,3,0
valueMorning,0,0
Bbq,1,0
cocksuckers,0,0
SATJUST,0,0
Wife,5,0
decorating,0,0
Evn,1,0
text,69,81
september,1,0
SHIT,2,0
squid,0,0
jiayin,1,0
friday,9,0
monkeys,2,0
BUTTHERES,1,0
sight,1,0
Guessin,1,0
Ding,1,0
frauds,0,0
hospitals,1,0
buen,1,0
propsd,2,0
linux,1,0
Ahhhhjust,0,0
yould,0,0
Rightio,0,0
ground,0,0
toshiba,1,0
skip,2,0
sacrifice,1,0
celebration,2,0
Jane,1,0
goverment,1,0
taking,18,1
housework,1,0
books,2,0
colleg,9,0
Want,6,10
confidence,1,0
somethings,0,0
loo,68,15
WeLL,1,0
MsSuman,0,0
gayD,0,0
Thk,9,0
wiv,4,2
Trying,1,0
skinny,1,0
soul,1,0
hsbc,0,0
cutie,0,0
vale,5,0
somethin,49,0
ethnicity,1,0
dependents,1,0
losing,4,0
add,33,6
SAD,1,0
Find,1,3
pocy,1,0
hisher,0,0
living,2,1
best,28,5
detailed,1,0
buns,3,0
weirdo,0,0
miltaZindgi,0,0
replyBe,0,0
Spoons,1,0
shower,8,0
upset,1,0
SEEMED,1,0
reache,10,0
SIMPLE,0,0
approx,1,1
bedbut,1,0
bleh,0,0
tacos,2,0
waliking,1,0
andrewsboy,0,0
year,30,9
Fighting,3,0
roadsRVx,0,0
gifted,2,0
afterwards,0,0
Bennys,1,0
fortune,1,0
check,42,0
Teacher,1,0
mack,1,0
orange,2,2
Reminding,1,0
persons,6,0
Eternal,0,0
toopray,0,0
Dizzamn,0,0
Gudnitetcpractice,0,0
thinghow,0,0
DOWNON,1,0
colours,1,0
Gain,1,0
mineall,0,0
gymnastics,1,0
smarter,1,0
Bye,0,0
everyboy,1,0
half,26,5
Whenevr,1,0
Truthful,0,0
Shant,1,0
Mornings,1,0
pints,1,0
minecraft,1,0
lyk,1,0
Beer,2,0
farm,2,0
min,174,35
Lolnice,0,0
LATE,3,0
anythings,0,0
Callers,0,0
freely,0,0
graduated,1,0
keeps,2,0
fees,3,0
Mind,4,0
true,9,1
approaches,1,0
helen,2,0
arrange,4,2
Message,1,3
literally,2,0
break,10,1
shadow,0,0
revealing,1,0
loses,4,0
DRUNK,0,0
uneventful,1,0
delivery,0,13
footie,1,0
related,1,0
luvs,2,0
Anyone,1,0
sky,8,0
Total,2,0
Takin,1,0
smokin,4,0
executive,1,0
biatch,0,0
confused,1,0
TRUE,1,0
Oops,8,0
pink,1,0
poet,1,0
ham,14,2
sutra,1,0
fruit,1,0
wks,0,1
return,14,0
adsense,1,0
forever,4,0
toaday,1,0
elsewhere,1,0
MOMENT,1,0
korean,1,0
thatd,0,0
CNN,2,0
players,7,0
Sprint,1,0
Jokin,2,0
WRKIN,0,0
flurries,1,0
liver,4,23
parco,2,0
leona,3,0
yet,20,1
quality,3,2
digi,1,1
stop,27,35
arty,11,0
Busy,3,0
Carlosll,0,0
Doggy,1,0
horse,1,0
staying,8,0
anyhow,1,0
voted,1,0
deduct,1,0
Consider,1,0
FIT,1,0
coulda,1,0
crammed,1,0
CougarPen,0,0
centre,4,0
Bank,1,0
MojiBiola,2,0
sighs,0,0
emailed,1,0
SPORTSx,1,0
hour,39,5
feels,6,0
Guy,1,0
baig,1,0
experience,1,0
nattil,1,0
misstake,0,0
everybodys,0,0
finds,1,0
allalo,1,0
treatin,0,0
wereare,0,0
nelson,1,0
CAL,12,21
summer,1,2
required,0,0
Wow,6,0
phone,65,40
happend,1,0
six,1,1
thnk,6,0
hat,79,29
recently,4,2
SLAP,2,0
difficult,9,0
womdarfull,1,0
loud,2,0
SleepwellampTake,0,0
witout,1,0
prometazine,1,0
applying,0,0
funs,1,0
photos,4,0
ali,42,27
BLOODSend,0,0
rain,32,1
frndship,2,0
tomorrow,47,6
dled,2,0
extra,5,6
started,16,1
Warm,1,0
creep,4,0
amp,25,3
nìte,0,0
someonethat,0,0
GIVE,5,0
anythin,52,0
jenne,0,0
Annoying,1,0
conversations,1,0
jays,0,0
general,4,0
Spring,1,0
God,13,0
COMMON,1,0
bigger,2,0
pei,2,0
neglet,0,0
definite,8,1
GIMMI,1,0
slide,1,0
weapon,1,0
Day,1,4
BCozI,0,0
radio,3,1
wana,11,0
Balls,0,0
approaching,0,0
univ,2,0
steed,1,0
Natural,1,0
rounds,1,0
Franxx,1,0
swing,12,0
LIKE,4,0
East,1,1
Seem,1,0
throw,8,0
blimey,0,0
haha,4,0
act,94,68
tall,13,1
Unless,3,0
Poyyarikaturkolathupalayamunjalur,0,0
option,2,0
stops,1,0
timings,1,0
Baby,3,1
screamed,1,0
rummer,0,0
Sif,0,0
Prayrs,0,0
upcharge,0,0
sport,5,3
credit,6,8
guides,1,0
CHECKIN,1,0
Sbut,0,0
settled,3,0
swimsuit,1,0
faultal,0,0
Oyea,0,0
shld,4,0
links,1,0
SWITCH,1,0
senthilhsbc,0,0
addie,3,0
sized,1,0
theatre,4,0
improve,2,2
intha,1,0
Kallis,2,0
decide,23,0
server,1,0
inst,11,3
parish,1,0
unconditionally,1,0
princess,2,0
sitting,7,0
CALLIN,1,0
spell,4,0
Shahjahan,1,0
Thanx,12,0
liaoSo,0,0
sometimes,3,0
league,6,0
includes,1,0
Gin,2,0
deartake,0,0
guide,4,0
NEED,8,0
resizing,1,0
CAME,0,3
GIV,6,1
Def,1,0
erything,24,0
Pleasure,3,0
tmr,13,0
HONI,1,3
Noble,0,0
given,3,0
panren,1,0
hoping,8,0
Congratulations,1,12
steve,1,0
messages,6,6
Ive,1,0
helloed,0,0
Phil,1,0
handing,1,0
CAKE,1,0
hassling,1,0
borrow,1,0
HEART,4,1
abt,22,0
workLove,0,0
click,2,2
iccha,1,0
June,1,1
careful,1,0
huge,2,0
openings,1,0
breeze,0,0
kills,2,1
something,47,0
EXAMS,1,0
section,2,0
chill,6,0
blakes,0,0
hep,2,0
wallet,1,0
kisi,1,0
threats,1,0
epsilon,2,0
late,141,28
marriage,2,0
Hyde,1,0
NAME,2,4
novelty,1,0
hills,2,0
Sms,1,0
attend,6,0
Vegas,1,0
collect,7,28
fullonsmscom,0,0
names,1,2
Ard,9,0
found,11,1
showers,1,0
jiu,5,0
cancelled,2,0
Quick,1,0
months,5,2
Loverboy,1,0
openin,4,0
stones,0,0
WOT,6,0
skirt,0,0
concert,1,1
SOON,4,0
plaza,2,0
jaykwon,1,0
careswt,0,0
latr,5,0
treat,13,0
location,2,5
malaria,3,0
games,0,4
sum,10,2
ILL,6,1
Reason,1,0
cuppa,1,0
wisdom,1,0
meeting,32,0
nig,92,6
Fools,1,0
SPUNOUT,0,0
gudk,0,0
comprehensive,1,0
mia,1,0
ends,59,10
nvm,1,0
addressull,0,0
JANX,1,0
sudn,0,0
rhythm,1,0
oath,1,0
Mother,1,0
Pshewmissing,0,0
Everybody,1,0
Syria,1,0
IWANA,1,0
serving,0,0
eighth,1,0
ultimatum,2,0
leonas,0,0
spelled,1,0
GOTMARRIED,1,0
regarding,3,0
Wewa,1,0
Work,1,0
rdy,2,0
snickering,1,0
Valentine,8,2
pounded,1,0
number,41,34
cheating,0,0
lucky,5,6
listed,1,0
Jay,5,0
homeBut,0,0
wadebridgeI,0,0
onluy,1,0
plan,50,0
SLEEPING,1,0
wth,4,0
wellyou,0,0
mag,15,0
vill,4,0
suppose,13,0
feelin,16,2
seriously,4,0
verifying,1,0
ltTIMEgt,0,0
Wed,1,2
replacing,0,0
Hell,14,2
reserved,1,0
wylie,0,0
shit,31,0
film,7,3
crucial,1,0
candont,0,0
ppl,15,19
Eek,1,0
Traditions,0,0
come,211,9
Enna,1,0
boundaries,0,0
teacoffee,0,0
implications,0,0
ask,126,6
emigrated,1,0
superior,2,0
lotz,1,0
Stylish,4,0
landing,1,0
priya,1,0
sweet,25,0
bakra,1,0
said,62,0
BOYF,0,0
sips,0,0
WRKI,0,0
Redim,0,0
nalla,1,0
deyi,0,0
Glad,4,0
Call,24,138
films,0,2
comment,1,0
cat,28,7
Lies,1,0
WEEK,1,1
usf,7,0
hungry,7,1
appointments,1,0
WOKE,2,0
perumbavoor,1,0
curfew,0,0
BORED,1,0
textin,4,1
iti,69,40
Let,20,0
Seventeen,1,0
POWER,0,0
FRIENDSHIP,2,0
line,29,41
famous,1,0
gandhipuram,1,0
None,1,0
DADS,1,0
wrks,1,0
olage,1,0
friendsare,1,0
suntec,2,0
beautiful,10,0
TOMORROW,2,1
reservations,0,0
phd,0,0
fml,0,0
FONE,4,4
HAVENTCN,1,0
monthly,2,0
chickened,1,0
One,12,0
Bcoz,5,0
lambda,1,0
wondar,2,0
anand,1,0
Dan,1,0
Skallis,0,0
safe,10,0
savings,0,0
unsold,1,0
hard,23,0
spatula,1,0
asapok,0,0
accounting,1,0
vodka,0,0
Playin,1,0
Noi,0,0
wnt,6,0
aathiwhere,0,0
eat,165,11
affairs,3,0
Thy,2,0
Accept,4,0
lorWe,0,0
REALLY,5,0
xxxxxxxxxxxxxX,1,0
parachute,1,0
Ups,1,0
ingredients,0,0
southern,1,0
University,1,0
kent,1,0
SmileD,0,0
camera,2,18
fact,10,0
dreamstake,0,0
known,3,0
salmon,1,0
twat,1,0
ure,114,7
dual,2,0
wait,80,39
betta,1,0
pierre,1,0
Spain,1,0
administrator,1,0
logging,2,0
hurried,2,0
SENT,0,0
glasgow,0,0
ajith,2,0
Old,2,0
spare,3,0
flying,1,0
screen,4,0
Bishan,1,0
dark,2,2
animation,1,1
kaitlyn,0,0
starti,4,3
exchanged,1,0
fixed,5,4
tickets,6,1
omw,5,0
alone,10,3
Take,20,0
ltEMAILgt,0,0
blokes,0,0
music,5,1
require,3,0
Explain,0,0
Vettam,0,0
fassyole,0,0
falling,2,0
teethif,0,0
ams,15,1
yellow,1,0
jide,1,0
common,2,0
callurgent,0,0
BIRTHDAY,6,0
Lol,49,0
ikea,1,0
whillTake,1,0
answering,4,0
rough,4,2
brain,5,0
Vry,2,0
token,1,0
belly,5,0
blog,1,0
Personality,4,0
center,2,2
Lots,1,1
ans,76,17
hot,21,14
theres,2,0
chance,8,21
Hoping,1,0
Organizer,1,0
baller,0,0
lou,15,18
Okie,10,0
IJUST,1,0
benefits,1,0
secretary,1,0
continue,2,1
avo,12,0
ShopWe,0,0
flim,0,0
dresser,4,0
Teresa,0,0
impatient,2,0
realizes,1,0
realising,1,0
map,3,0
minus,1,0
expiredso,0,0
shoppin,18,4
til,185,9
flute,1,0
imp,33,14
maaaan,1,0
starve,1,0
shame,2,0
topic,1,0
PETEXXX,0,0
Kyou,0,0
hostel,1,0
HmmBad,0,0
jeans,1,0
Hitechnical,0,0
Body,0,0
lunch,31,0
queen,0,0
LOCAL,1,0
talking,13,0
dearly,1,0
Facebook,1,0
Tues,3,0
Second,1,0
clarify,1,0
free,48,51
Filling,1,0
bfore,1,0
Fat,0,0
processnetworking,0,0
Nutter,0,0
missin,14,1
violence,2,0
ENUFCREDEIT,1,0
pendent,2,0
enuff,1,0
Pandy,1,0
LST,1,0
middle,3,0
news,8,6
app,153,20
unintentional,1,0
gap,6,0
ago,8,0
craving,1,0
Drop,1,0
sumfing,1,0
yummy,2,0
tonight,27,2
seh,2,0
sugardad,1,0
sup,36,7
units,1,0
goodwhen,0,0
realise,2,0
magic,3,0
Sry,1,0
device,1,0
dehydrated,0,0
ownyouve,0,0
finishd,0,0
Mystery,1,1
Spl,4,0
tmw,0,0
dhorte,1,0
WANNATELL,1,0
WORDS,1,0
save,9,1
kalainar,1,0
Touch,0,0
discount,1,9
work,95,28
invitation,1,0
reg,20,7
youany,0,0
kkwhere,0,0
listener,1,0
HEY,9,0
rows,4,1
ana,33,3
quickly,3,0
CaRE,2,0
tiwary,1,0
chinky,1,0
arrested,5,0
toot,4,9
Happy,33,0
steam,2,0
Aslamalaikkuminsha,0,0
runninglets,0,0
threw,2,0
involved,1,0
leo,6,0
bcum,5,0
Wil,2,0
darker,1,0
HUNNYHOPE,0,0
shut,3,0
PORTIONS,1,0
tranquility,1,0
accordin,1,0
jeevithathile,0,0
lorgoin,0,0
easy,7,3
lecturer,1,0
bloo,6,0
Ummmawill,0,0
fixes,1,0
easier,3,0
Soon,1,0
young,2,0
tried,5,17
Deliver,1,8
BANK,1,0
football,2,0
helps,1,0
loveJen,1,0
cooked,1,0
predict,3,0
dialogue,1,0
ahthe,0,0
chikkuil,0,0
coveragd,1,0
rock,8,0
eerulli,1,0
alls,16,8
DRIVE,0,0
married,3,1
bout,15,1
cheaper,2,0
vinobanagar,1,0
killed,2,0
Nothing,11,0
roommate,5,0
dayhas,0,0
better,29,0
Craigslist,1,0
Didnt,0,0
Sat,3,2
MoralOne,0,0
port,36,15
amigos,1,0
beatings,1,0
